nome,sobrenome,email,telefone,data_nascimento,numero_passaporte,nacionalidade_id,programa_fidelidade,milhas_acumuladas
Pedro Miguel,Sousa,pedromiguel.sousa2859@icloud.com,+55 51 0628 6852,1951-05-05,XT109296,405,TUDO_AZUL,17728
Gael Henrique,Rodrigues,gaelhenrique.rodrigues2860@gmail.com,(051) 3590-1325,1943-02-13,PA698762,975,,275183
Maria Eduarda,Almeida,mariaeduarda.almeida2861@bol.com.br,+55 21 4822 4302,1959-12-15,MO942355,698,ASIA_MILES,174202
Camila,Pimenta,camila.pimenta2862@terra.com.br,41 8557-3939,1974-09-27,CJ311216,730,LATAM_PASS,210930
Mariana,da Mata,mariana.damata2863@yahoo.com.br,71 0855 0262,1983-12-16,LW627622,370,AADVANTAGE,386157
Evelyn,Vieira,evelyn.vieira2864@hotmail.com,+55 41 5395-9569,1958-07-06,YZ953522,506,,232240
Joaquim,Martins,joaquim.martins2865@yahoo.com.br,+55 (021) 7036 7988,2004-12-11,LJ933461,282,EXECUTIVE_CLUB,63827
Nicolas,Melo,nicolas.melo2866@uol.com.br,+55 21 0152-7737,1966-11-19,UX495080,990,SMILES,351354
Alexia,Silva,alexia.silva2867@icloud.com,+55 31 1844 8789,1994-05-08,OC614993,170,,41863
Arthur Gabriel,Fogaça,arthurgabriel.fogaça2868@yahoo.com.br,+55 41 8440 9002,1979-07-07,LN528805,198,ASIA_MILES,489066
Caroline,Duarte,caroline.duarte2869@icloud.com,31 2573-1302,1971-07-07,NF577684,610,AADVANTAGE,142279
Levi,Alves,levi.alves2870@uol.com.br,+55 51 5405 3340,1971-03-25,UT308935,60,SKYWARDS,28227
Gael,Leão,gael.leão2871@bol.com.br,(051) 8506-0933,2006-08-04,VN876266,830,SKYWARDS,293218
Melina,Azevedo,melina.azevedo2872@icloud.com,11 8510 2146,1966-04-25,ZO180346,12,TUDO_AZUL,247513
Ayla,da Luz,ayla.daluz2873@icloud.com,+55 51 9322 0615,2001-03-16,XA382150,628,MILES_AND_GO,349077
Luigi,Rodrigues,luigi.rodrigues2874@terra.com.br,+55 (041) 1917 7987,1998-12-07,XS500607,848,,353033
Ana Sophia,Almeida,anasophia.almeida2875@bol.com.br,+55 (051) 0622 5017,1972-02-20,ID205286,483,FLYING_BLUE,341347
Marina,Farias,marina.farias2876@hotmail.com,(011) 8909 2393,1972-01-21,IJ742934,288,SMILES,64288
Julia,Almeida,julia.almeida2877@bol.com.br,+55 84 7070-6605,1984-01-22,HM189198,421,SMILES,241387
Marina,Pimenta,marina.pimenta2878@outlook.com.br,(061) 2739 8311,2001-05-20,KS748783,120,LATAM_PASS,418426
Liam,Siqueira,liam.siqueira2879@terra.com.br,21 2218-9870,1980-09-30,AB850349,722,SMILES,34442
Henry,Lopes,henry.lopes2880@yahoo.com.br,(021) 4451 6961,1986-12-06,ZE880068,928,EXECUTIVE_CLUB,112420
Pedro,Mendonça,pedro.mendonça2881@gmail.com,+55 71 0849-7853,1957-01-01,UO140795,154,AADVANTAGE,381339
Joaquim,Dias,joaquim.dias2882@gmail.com,+55 84 7439 3919,1994-11-21,NF133606,147,,280993
Guilherme,Rodrigues,guilherme.rodrigues2883@outlook.com.br,+55 84 5948-0620,1964-05-26,HZ481576,415,TUDO_AZUL,332118
Ana Vitória,Cardoso,anavitória.cardoso2884@live.com,(071) 8607 2509,1982-02-28,BJ329469,727,EXECUTIVE_CLUB,305102
Mateus,Correia,mateus.correia2885@uol.com.br,+55 (031) 2068 2205,1994-01-24,UL155441,59,AADVANTAGE,144107
Paulo,Viana,paulo.viana2886@icloud.com,(081) 2813 4978,1959-08-26,CH171113,399,AADVANTAGE,275902
Anna Liz,Machado,annaliz.machado2887@terra.com.br,+55 (021) 3266-1038,1999-05-04,WO920388,122,TUDO_AZUL,24458
Leonardo,Camargo,leonardo.camargo2888@hotmail.com,81 2050 2551,1976-02-10,LB215022,134,TUDO_AZUL,347654
Ryan,Aragão,ryan.aragão2889@outlook.com.br,+55 (051) 9426-4977,1996-04-13,GE606428,83,,119032
Arthur Gabriel,Melo,arthurgabriel.melo2890@gmail.com,(021) 5621 5552,1955-04-23,EA728395,63,,491612
Maria Vitória,da Cunha,mariavitória.dacunha2891@yahoo.com.br,+55 61 6919 5759,2005-07-04,JM503860,705,LATAM_PASS,72790
Ana Júlia,Camargo,anajúlia.camargo2892@gmail.com,(061) 4906 5478,1957-06-29,TM968365,249,LATAM_PASS,445663
Juan,Pereira,juan.pereira2893@yahoo.com.br,+55 (081) 9886 6611,1960-11-19,CL513124,590,FLYING_BLUE,52955
Sarah,Macedo,sarah.macedo2894@gmail.com,+55 (021) 7498 9006,1997-11-25,WP830698,73,MILEAGE_PLUS,68049
Fernando,Novaes,fernando.novaes2895@gmail.com,+55 (051) 3155 6775,1950-10-29,NP684766,134,LATAM_PASS,142083
Marcelo,Camargo,marcelo.camargo2896@outlook.com.br,31 9244 4507,1953-09-19,LU503726,478,,147472
Luara,Duarte,luara.duarte2897@bol.com.br,51 8915 5939,1971-06-27,WO444004,37,TUDO_AZUL,481964
Stella,Pacheco,stella.pacheco2898@live.com,21 1425 8074,1973-11-04,MD791548,367,EXECUTIVE_CLUB,218699
João Vitor,Castro,joãovitor.castro2899@hotmail.com,+55 (011) 3736 0014,1951-05-30,DR756838,387,LATAM_PASS,386477
Aurora,Cirino,aurora.cirino2900@uol.com.br,+55 51 2914 2041,1952-06-16,HJ570661,71,FLYING_BLUE,210612
Mariah,Pastor,mariah.pastor2901@uol.com.br,0500 538 4307,1989-04-26,UC791917,200,FLYING_BLUE,473031
Diego,Sales,diego.sales2902@icloud.com,81 6090 3514,1961-02-03,SR967875,556,,376868
Cauã,Rezende,cauã.rezende2903@uol.com.br,+55 31 1393-6057,1955-04-14,NZ587279,854,SKYWARDS,464756
Juan,Siqueira,juan.siqueira2904@gmail.com,(041) 3115-6762,1986-09-03,IZ713488,792,AADVANTAGE,482127
Renan,Montenegro,renan.montenegro2905@outlook.com.br,61 2630-1618,1964-11-04,TP328180,453,EXECUTIVE_CLUB,223267
Daniel,Correia,daniel.correia2906@gmail.com,+55 11 8794-2634,2006-12-16,VF525136,361,,310412
Anthony Gabriel,Siqueira,anthonygabriel.siqueira2907@terra.com.br,11 5515-6983,1960-06-26,DD601855,619,ASIA_MILES,204596
Levi,Cirino,levi.cirino2908@hotmail.com,81 1280-9191,1988-03-15,GS186208,71,FLYING_BLUE,313034
Maria Helena,Melo,mariahelena.melo2909@gmail.com,0500 827 7179,1945-11-15,FU328598,725,EXECUTIVE_CLUB,262646
Bárbara,Guerra,bárbara.guerra2910@live.com,(071) 8766 1217,1975-09-21,QH387328,19,,95682
Mariana,Silva,mariana.silva2911@bol.com.br,+55 71 4156-5743,2008-01-12,VU490225,517,MILEAGE_PLUS,85895
Maria Luísa,Farias,marialuísa.farias2912@icloud.com,(021) 8132 8180,1952-12-02,NG657135,30,EXECUTIVE_CLUB,423600
Gabriel,Cirino,gabriel.cirino2913@terra.com.br,21 4457-3526,1964-05-11,MT272209,468,MILES_AND_GO,469240
Vinicius,Andrade,vinicius.andrade2914@live.com,(031) 9131 0465,1947-10-11,ED115077,694,,275645
João Pedro,Monteiro,joãopedro.monteiro2915@bol.com.br,+55 71 5645-4312,1944-03-10,OH597523,462,,156277
Daniel,da Costa,daniel.dacosta2916@icloud.com,+55 (051) 6512-9472,1995-10-16,FU408046,317,,128247
João,Guerra,joão.guerra2917@uol.com.br,(041) 0095-1139,1953-09-11,ZK546685,307,EXECUTIVE_CLUB,1181
Enzo,Rocha,enzo.rocha2918@yahoo.com.br,+55 (011) 2761-5842,1997-06-29,PQ699243,261,SMILES,206541
Cecilia,Sampaio,cecilia.sampaio2919@hotmail.com,71 7422-3185,1946-05-07,EO702288,225,SMILES,434892
Natália,Cunha,natália.cunha2920@hotmail.com,+55 11 2975-7034,2004-10-07,KO725856,828,,465648
Benjamin,Pinto,benjamin.pinto2921@live.com,+55 71 8148 5436,1998-07-20,MJ343725,563,EXECUTIVE_CLUB,235195
João Vitor,Porto,joãovitor.porto2922@live.com,+55 81 8187-3178,2005-06-19,YG317812,292,,196818
Ana Sophia,Carvalho,anasophia.carvalho2923@live.com,(021) 2846 8519,1969-10-28,FF398665,726,MILEAGE_PLUS,146449
Leandro,Guerra,leandro.guerra2924@hotmail.com,11 8692 7429,1973-08-04,IE662993,466,,406647
Carlos Eduardo,Ramos,carloseduardo.ramos2925@gmail.com,0900-161-0281,1955-09-12,FF968049,228,LATAM_PASS,484277
Henrique,Caldeira,henrique.caldeira2926@hotmail.com,+55 (051) 4047 8737,1973-10-04,XU297304,917,SMILES,446279
Ana Clara,Moraes,anaclara.moraes2927@gmail.com,+55 84 1702 0739,1965-11-05,IA106249,654,AADVANTAGE,496844
Maria Sophia,Vargas,mariasophia.vargas2928@gmail.com,+55 21 6316 2958,1983-03-10,CF870922,630,SKYWARDS,277162
Davi Lucca,Aragão,davilucca.aragão2929@live.com,+55 61 9676 7416,1972-12-30,NT298575,338,,10582
Hadassa,Aragão,hadassa.aragão2930@outlook.com.br,81 5888-4442,1958-07-22,JT476241,201,MILEAGE_PLUS,340216
Allana,Fernandes,allana.fernandes2931@gmail.com,+55 81 9886-4538,2001-10-06,JB346339,775,AADVANTAGE,83545
Lavínia,Novais,lavínia.novais2932@bol.com.br,+55 51 2652 7667,1961-12-08,OB324073,690,,88362
Renan,Caldeira,renan.caldeira2933@terra.com.br,+55 (051) 5417-8321,1965-07-09,AG540240,646,,40140
Emanuel,Cassiano,emanuel.cassiano2934@outlook.com.br,61 1868-5063,2005-03-22,HM975669,144,MILEAGE_PLUS,116372
Ana Cecília,Duarte,anacecília.duarte2935@icloud.com,(081) 6977 1045,1986-05-23,SR346490,787,EXECUTIVE_CLUB,144149
Fernanda,Montenegro,fernanda.montenegro2936@icloud.com,(021) 3424-2359,1952-11-30,WF408860,558,LATAM_PASS,78514
Léo,Moura,léo.moura2937@icloud.com,(071) 0052-5136,1983-11-18,BA689807,620,AADVANTAGE,141575
Luiz Otávio,Melo,luizotávio.melo2938@yahoo.com.br,61 6182-1140,1962-09-15,CH490129,894,TUDO_AZUL,216678
Ágatha,da Mata,ágatha.damata2939@icloud.com,+55 71 2615-4712,1972-03-20,EF633696,591,,267820
Davi Miguel,Vargas,davimiguel.vargas2940@outlook.com.br,+55 81 7573 3200,2004-04-26,CA674962,362,SMILES,447477
Laura,Brito,laura.brito2941@hotmail.com,0800-368-9529,1999-04-22,BB868235,986,ASIA_MILES,51263
Maria Isis,Vasconcelos,mariaisis.vasconcelos2942@bol.com.br,71 0233-5235,2007-03-03,XT611918,401,AADVANTAGE,245542
Pietra,Pires,pietra.pires2943@bol.com.br,31 9638 3846,1986-10-21,TJ223154,53,,190878
Davi,Machado,davi.machado2944@bol.com.br,+55 11 6981 5556,1980-02-09,BG206001,602,FLYING_BLUE,390418
Gustavo,Correia,gustavo.correia2945@outlook.com.br,+55 (071) 4751 0424,1991-08-23,CY185797,120,,239208
João Guilherme,Duarte,joãoguilherme.duarte2946@icloud.com,61 5899 3335,1958-02-05,UA661698,977,FLYING_BLUE,488420
Maria Liz,Borges,marializ.borges2947@live.com,(021) 8538-4994,2003-05-29,RX248230,157,MILES_AND_GO,269376
Augusto,Moreira,augusto.moreira2948@bol.com.br,(041) 7279-7280,1990-11-09,KK411090,856,FLYING_BLUE,215616
João Lucas,Monteiro,joãolucas.monteiro2949@live.com,+55 11 4004 6408,1991-02-15,UQ373186,476,MILEAGE_PLUS,252113
Maysa,Peixoto,maysa.peixoto2950@icloud.com,(071) 3618-8575,1947-03-27,KB824063,653,MILEAGE_PLUS,482554
Kaique,da Mata,kaique.damata2951@terra.com.br,+55 61 6420 1180,1951-05-26,GI365076,479,SMILES,306272
Sabrina,Cavalcante,sabrina.cavalcante2952@terra.com.br,84 5211-2159,1957-07-27,IJ412918,183,FLYING_BLUE,137579
Ana Lívia,Viana,analívia.viana2953@outlook.com.br,+55 (071) 3817-9842,1957-03-02,BP525900,432,SKYWARDS,156066
Luna,Leão,luna.leão2954@gmail.com,(061) 7069-0533,1947-04-24,JD151289,922,MILEAGE_PLUS,63852
Maria Helena,Araújo,mariahelena.araújo2955@hotmail.com,+55 41 6399-8651,1981-03-18,SF148570,526,,332797
Valentim,Porto,valentim.porto2956@uol.com.br,+55 61 6296-9054,1968-03-08,JY171876,722,TUDO_AZUL,74336
Carolina,Cirino,carolina.cirino2957@hotmail.com,+55 (061) 9267 1258,1980-07-04,EB845742,243,,283442
Yan,Albuquerque,yan.albuquerque2958@bol.com.br,11 6083-0735,1994-11-01,PV553705,463,MILES_AND_GO,356915
Agatha,Leão,agatha.leão2959@gmail.com,(084) 9740-7685,1941-06-20,RX417178,141,ASIA_MILES,382630
Giovanna,da Mata,giovanna.damata2960@bol.com.br,0300-255-9334,1997-05-11,CQ422242,889,MILEAGE_PLUS,400074
Sophia,Montenegro,sophia.montenegro2961@outlook.com.br,(051) 4680 0220,1979-01-22,DE245060,249,ASIA_MILES,56908
Luísa,Lima,luísa.lima2962@bol.com.br,21 3175 9596,1966-12-20,QE413774,761,AADVANTAGE,351567
João Felipe,Rodrigues,joãofelipe.rodrigues2963@live.com,+55 81 3341 2834,1958-05-26,XD878106,936,SKYWARDS,386223
Renan,Porto,renan.porto2964@live.com,+55 41 7526-9685,1942-01-06,BX958753,923,MILEAGE_PLUS,495373
Maria Liz,Fogaça,marializ.fogaça2965@uol.com.br,0300-169-1394,2004-05-14,YL345916,303,SMILES,86769
Gabrielly,Novaes,gabrielly.novaes2966@uol.com.br,+55 81 7661 6398,1956-06-03,TF511806,911,MILEAGE_PLUS,260136
Alana,Moura,alana.moura2967@hotmail.com,+55 71 7225 1257,1993-12-20,VG210713,434,FLYING_BLUE,279256
Ana Laura,Moreira,analaura.moreira2968@hotmail.com,(084) 3246 0639,1999-01-04,UL129368,315,MILES_AND_GO,259447
Olívia,Caldeira,olívia.caldeira2969@icloud.com,51 5542 0609,1940-10-20,YI399182,245,LATAM_PASS,390759
Theo,Pimenta,theo.pimenta2970@outlook.com.br,+55 (081) 7894 9350,1944-01-16,TO825904,373,SKYWARDS,71169
Isadora,Brito,isadora.brito2971@live.com,+55 (061) 3820-7511,1971-04-04,HS575727,938,TUDO_AZUL,269075
Rhavi,da Rosa,rhavi.darosa2972@icloud.com,(021) 5796-8103,1993-02-25,AD850096,760,,293348
Marcelo,Araújo,marcelo.araújo2973@yahoo.com.br,+55 71 0173-2815,1951-07-12,PA959383,348,,90176
Aurora,Teixeira,aurora.teixeira2974@bol.com.br,+55 (084) 2467 4009,1954-08-24,QI470942,240,,48607
Alícia,Abreu,alícia.abreu2975@bol.com.br,(041) 8141-1958,1957-01-11,DL904250,542,FLYING_BLUE,22378
Maria Helena,Silva,mariahelena.silva2976@uol.com.br,+55 (071) 6340 5130,1968-12-16,OT182704,679,,137559
Caleb,Ferreira,caleb.ferreira2977@live.com,+55 31 9532-7918,1953-02-01,RW210606,711,,411003
Luigi,da Conceição,luigi.daconceição2978@uol.com.br,+55 71 6716 2996,1996-03-02,GT643271,854,TUDO_AZUL,304465
Ísis,Azevedo,ísis.azevedo2979@live.com,(071) 4814 4233,1993-02-13,QC759264,7,,269900
Catarina,Cassiano,catarina.cassiano2980@hotmail.com,71 0232 4746,1961-11-13,MB417921,276,,478777
Sara,Mendes,sara.mendes2981@yahoo.com.br,11 1855-1370,2005-04-07,DL718103,230,EXECUTIVE_CLUB,172257
Oliver,Sampaio,oliver.sampaio2982@terra.com.br,0800 797 8087,1988-10-07,BS663789,73,EXECUTIVE_CLUB,35431
Natália,Porto,natália.porto2983@bol.com.br,(051) 8679-3936,1947-03-27,IS495483,713,ASIA_MILES,217615
Pedro Lucas,Oliveira,pedrolucas.oliveira2984@bol.com.br,0300-957-2020,1990-08-28,IU480986,217,MILES_AND_GO,383452
Noah,Dias,noah.dias2985@yahoo.com.br,+55 (081) 4811 4681,1948-09-04,OD865232,326,ASIA_MILES,246303
Ryan,Nascimento,ryan.nascimento2986@uol.com.br,+55 11 3863 4923,1957-01-05,XI934116,991,MILES_AND_GO,120260
Ayla,Sales,ayla.sales2987@yahoo.com.br,+55 84 9371-0417,1991-01-26,GJ318004,815,SKYWARDS,37178
Isabella,Cirino,isabella.cirino2988@icloud.com,(071) 1030 1640,2002-11-29,DY756828,518,TUDO_AZUL,333920
Vitor,Alves,vitor.alves2989@uol.com.br,0800-762-1188,2007-06-22,XL970238,660,LATAM_PASS,488641
Asafe,Lopes,asafe.lopes2990@gmail.com,+55 51 8911 4821,1959-03-30,ZI659724,410,,361346
Henry Gabriel,Cavalcante,henrygabriel.cavalcante2991@gmail.com,+55 (011) 4418-5016,1965-12-28,IA931090,147,TUDO_AZUL,307252
Larissa,Siqueira,larissa.siqueira2992@bol.com.br,+55 21 5099 5756,2006-11-27,IU626171,246,SMILES,362748
Sara,Borges,sara.borges2993@hotmail.com,+55 31 4315-3293,1984-06-24,YE774626,146,SMILES,386181
Gabriel,da Luz,gabriel.daluz2994@uol.com.br,+55 84 8223 5963,1981-07-23,JQ559160,174,EXECUTIVE_CLUB,234813
Yuri,Silva,yuri.silva2995@live.com,+55 (041) 6247-1939,1996-08-17,JV335632,669,ASIA_MILES,484486
Gabriel,Leão,gabriel.leão2996@terra.com.br,+55 (041) 7730-8724,2001-02-11,JG823332,359,EXECUTIVE_CLUB,204557
Antônio,da Conceição,antônio.daconceição2997@outlook.com.br,51 0025 4064,1959-12-09,ED350231,646,LATAM_PASS,477407
Giovanna,Rios,giovanna.rios2998@live.com,21 1727 7532,1969-03-03,RU383503,82,,293820
Henry Gabriel,Cardoso,henrygabriel.cardoso2999@uol.com.br,51 5564 4149,1983-09-17,BX601100,120,,233345
Matteo,Abreu,matteo.abreu3000@gmail.com,31 9038 2403,1945-05-06,RB691397,569,EXECUTIVE_CLUB,206063
Calebe,Pacheco,calebe.pacheco3001@yahoo.com.br,21 3436-4456,1949-10-27,LS644560,361,SKYWARDS,36884
Laís,Costa,laís.costa3002@gmail.com,+55 (061) 6695 8049,1980-10-22,PY316510,183,MILES_AND_GO,154662
Vitor Hugo,Almeida,vitorhugo.almeida3003@outlook.com.br,81 4465 1571,2005-12-08,UF449679,128,MILES_AND_GO,264571
Maria Vitória,Ribeiro,mariavitória.ribeiro3004@yahoo.com.br,+55 31 0028-8349,1987-09-05,ZN223078,450,AADVANTAGE,337008
José,Nascimento,josé.nascimento3005@bol.com.br,(021) 5507 4298,1995-04-10,KN442509,67,FLYING_BLUE,107043
João Miguel,Nogueira,joãomiguel.nogueira3006@gmail.com,(084) 9440-0010,1953-10-10,UV753354,992,SKYWARDS,486475
Bella,Lopes,bella.lopes3007@icloud.com,0500 779 0364,2007-11-29,FM258992,756,SMILES,338094
Fernanda,da Rosa,fernanda.darosa3008@bol.com.br,+55 (021) 1696-8928,1949-07-25,UU543411,947,,53431
Luana,Nunes,luana.nunes3009@live.com,(051) 9348-5963,1980-02-16,SJ948368,758,MILES_AND_GO,138100
Eloah,Melo,eloah.melo3010@yahoo.com.br,+55 (081) 1526-0579,1949-03-03,QL272326,28,,186997
Allana,Novaes,allana.novaes3011@hotmail.com,(051) 5810-0154,1961-09-20,QY376920,467,,363012
Ana Liz,Marques,analiz.marques3012@terra.com.br,+55 (051) 4573-7984,1944-09-28,UA665918,352,SKYWARDS,433670
Nina,Andrade,nina.andrade3013@gmail.com,+55 (011) 3287 0789,1950-05-27,XC819481,963,TUDO_AZUL,150332
Hadassa,Silva,hadassa.silva3014@hotmail.com,51 3225 0915,1972-12-28,WI611618,535,EXECUTIVE_CLUB,481263
Eloah,Machado,eloah.machado3015@uol.com.br,+55 (051) 2232-6017,1951-03-24,JG156687,19,,416219
Elisa,da Paz,elisa.dapaz3016@yahoo.com.br,0900-883-2099,1967-03-10,YV989625,346,,8522
Emanuel,Carvalho,emanuel.carvalho3017@bol.com.br,+55 (084) 4839-0618,1950-07-26,OU939321,197,AADVANTAGE,100733
Vitor Hugo,Vargas,vitorhugo.vargas3018@terra.com.br,(081) 2785-7302,1968-01-07,KG287721,262,SKYWARDS,132049
Otto,Ribeiro,otto.ribeiro3019@bol.com.br,(021) 7714 6733,1978-05-13,TE711941,697,,477505
Calebe,Pinto,calebe.pinto3020@yahoo.com.br,+55 51 7018 3274,1948-09-24,KV592306,938,,311331
Antônio,Correia,antônio.correia3021@hotmail.com,0900 474 3418,1970-02-27,OR504453,653,LATAM_PASS,69998
Sofia,Camargo,sofia.camargo3022@terra.com.br,(041) 6515-0218,1999-07-08,RY525212,8,SMILES,112521
Isadora,da Luz,isadora.daluz3023@terra.com.br,84 2194-1517,1981-10-22,IE878345,172,,87473
Julia,Teixeira,julia.teixeira3024@uol.com.br,81 1890 8540,1975-03-28,LM236328,845,SKYWARDS,486928
Pietro,Araújo,pietro.araújo3025@uol.com.br,11 3555 9953,1950-03-09,MW860648,507,FLYING_BLUE,168973
Manuela,Cirino,manuela.cirino3026@gmail.com,(061) 6006 4209,1992-10-09,CM512109,735,MILEAGE_PLUS,119203
Luiz Felipe,Casa Grande,luizfelipe.casagrande3027@terra.com.br,(084) 3967-0710,1979-01-24,AH179965,508,,78438
Heloisa,Santos,heloisa.santos3028@gmail.com,+55 41 1303 2232,2004-03-02,DD546079,168,,159076
Theo,Fogaça,theo.fogaça3029@bol.com.br,+55 (081) 7453-6560,1955-08-26,XX950547,286,TUDO_AZUL,35018
João Guilherme,Gomes,joãoguilherme.gomes3030@live.com,(041) 1216 3824,1988-05-19,NX806572,587,MILEAGE_PLUS,35150
Ana Sophia,Pacheco,anasophia.pacheco3031@outlook.com.br,+55 (061) 2397-2484,2003-01-03,VO554536,42,SMILES,478231
Pedro Henrique,Oliveira,pedrohenrique.oliveira3032@outlook.com.br,+55 (071) 9960 7939,1989-08-27,AU413577,59,,279670
Emanuel,Abreu,emanuel.abreu3033@terra.com.br,+55 41 5071 0816,2005-03-11,XZ296856,790,ASIA_MILES,100440
Ester,Costa,ester.costa3034@terra.com.br,61 5153-2092,1979-07-21,NV514406,696,MILEAGE_PLUS,202110
Rafael,Rezende,rafael.rezende3035@terra.com.br,+55 81 2495-0152,1956-08-03,MY239712,402,SMILES,266139
Sophia,Albuquerque,sophia.albuquerque3036@gmail.com,84 4861 5779,1989-11-28,TK827282,338,EXECUTIVE_CLUB,497500
Otávio,Rocha,otávio.rocha3037@yahoo.com.br,71 9649 2896,1958-08-30,QW308701,643,FLYING_BLUE,458166
Murilo,Vargas,murilo.vargas3038@icloud.com,0300 968 0126,1982-06-21,DB317290,339,,172282
Gabriela,Nunes,gabriela.nunes3039@uol.com.br,+55 (071) 0547 6424,1997-01-06,RI475215,214,FLYING_BLUE,260190
Yago,das Neves,yago.dasneves3040@yahoo.com.br,84 2818-3255,1990-11-29,US603537,981,MILES_AND_GO,149875
Enzo,Castro,enzo.castro3041@outlook.com.br,0300-178-2729,1967-04-27,DO424636,11,SKYWARDS,260342
Maria Cecília,Cirino,mariacecília.cirino3042@hotmail.com,(021) 9086-6022,1956-09-10,CL723689,142,ASIA_MILES,58967
Isadora,da Conceição,isadora.daconceição3043@hotmail.com,11 0124 0403,1968-05-08,EW226041,254,,181659
Ana Lívia,Brito,analívia.brito3044@live.com,+55 (011) 9713 7779,1968-11-05,ZQ660944,505,SMILES,418340
Pedro,Moreira,pedro.moreira3045@outlook.com.br,+55 (031) 4704 2086,1960-09-04,IG248488,856,SMILES,469143
Isis,Silveira,isis.silveira3046@bol.com.br,51 6359 4301,1974-01-04,RA842953,272,,457709
Kaique,Cardoso,kaique.cardoso3047@outlook.com.br,(031) 1535 4318,1981-07-20,NQ858066,583,ASIA_MILES,32621
Maria Julia,Albuquerque,mariajulia.albuquerque3048@terra.com.br,+55 (061) 9822 1625,1991-08-18,BZ707732,888,EXECUTIVE_CLUB,461482
Pedro Miguel,Cavalcanti,pedromiguel.cavalcanti3049@yahoo.com.br,+55 (021) 8407 4938,1959-02-12,RU966310,443,AADVANTAGE,226153
Ryan,da Luz,ryan.daluz3050@hotmail.com,+55 84 3252 8744,1968-02-15,PY935143,202,MILES_AND_GO,390954
Benjamim,Carvalho,benjamim.carvalho3051@hotmail.com,+55 (081) 3227-6039,2004-12-10,IU488966,601,EXECUTIVE_CLUB,356837
Luiz Miguel,Vieira,luizmiguel.vieira3052@hotmail.com,+55 51 6580 6438,1978-09-18,IB881494,718,FLYING_BLUE,56441
Esther,Vieira,esther.vieira3053@terra.com.br,+55 (084) 2998 6631,1990-10-19,YW585214,336,,90037
Pietra,Rodrigues,pietra.rodrigues3054@gmail.com,31 3097-6904,1962-05-26,JO855702,894,MILEAGE_PLUS,313243
Fernanda,Costa,fernanda.costa3055@terra.com.br,11 7318-8593,1941-12-28,HR737777,338,SMILES,79149
Maria Helena,Marques,mariahelena.marques3056@terra.com.br,+55 11 5940-9533,1956-09-30,AA954528,841,AADVANTAGE,96999
Lucca,Ramos,lucca.ramos3057@bol.com.br,+55 51 3506 9844,1986-08-26,SK517373,821,SKYWARDS,82211
Ryan,Cunha,ryan.cunha3058@icloud.com,+55 (031) 2547 1278,1982-07-22,MU268058,303,,353290
Anthony,Viana,anthony.viana3059@outlook.com.br,+55 61 4856-7868,1966-02-13,KR555835,120,MILES_AND_GO,146144
Luigi,Gonçalves,luigi.gonçalves3060@icloud.com,(051) 1270 1183,1964-09-10,OM178115,822,AADVANTAGE,154118
Laura,Araújo,laura.araújo3061@outlook.com.br,+55 21 7055-4565,2007-08-22,AA213033,192,EXECUTIVE_CLUB,408548
Gustavo Henrique,Farias,gustavohenrique.farias3062@bol.com.br,+55 31 4238 6145,1982-12-14,QA196669,298,MILES_AND_GO,159224
Asafe,Pereira,asafe.pereira3063@bol.com.br,+55 21 8225-8140,1948-12-03,DR812525,178,SKYWARDS,187725
Enzo Gabriel,Porto,enzogabriel.porto3064@gmail.com,+55 51 1905 0442,2006-10-03,GR643738,1,MILEAGE_PLUS,242619
Vitória,Caldeira,vitória.caldeira3065@outlook.com.br,(051) 8081 0635,1961-03-07,PE265682,306,MILES_AND_GO,122170
Eduarda,Brito,eduarda.brito3066@live.com,+55 (011) 6344-5565,1993-08-21,SA515182,580,AADVANTAGE,384588
Liam,da Rocha,liam.darocha3067@live.com,84 2584-5972,1968-11-04,JU265985,170,MILES_AND_GO,49323
Kaique,Aragão,kaique.aragão3068@terra.com.br,+55 71 1600 2684,1943-05-18,AZ190143,179,,164574
Luiza,Melo,luiza.melo3069@live.com,11 6192-0297,2000-02-29,CE677400,225,MILES_AND_GO,249143
Isadora,da Cruz,isadora.dacruz3070@live.com,(081) 5579 4319,1970-10-19,ZA837789,451,ASIA_MILES,423475
Marcos Vinicius,Gomes,marcosvinicius.gomes3071@outlook.com.br,+55 31 1625 3522,1970-09-04,BB319791,63,TUDO_AZUL,94083
Rafael,Teixeira,rafael.teixeira3072@icloud.com,+55 (041) 9187-9375,1967-06-29,IU273642,900,FLYING_BLUE,296770
Theo,Pires,theo.pires3073@live.com,+55 81 7513 1586,1983-08-13,WG201441,405,MILEAGE_PLUS,123789
